start_house_number,end_house_number,odd_even_both,start_apartment_number,end_apartment_number,non_house_address_house_number,non_house_address_house_number_prefix,non_house_address_house_number_suffix,non_house_address_street_direction,non_house_address_street_name,non_house_address_street_suffix,non_house_address_address_direction,non_house_address_apartment,non_house_address_city,non_house_address_state,non_house_address_zip,precinct_id,precinct_split_id,id
2600,2698,EVEN,,,,,,,CEDAR TOP,CT,,,SNOW CAMP,NC,27349,910011,710017878,99100115209
2601,2699,ODD,,,,,,,CEDAR TOP,CT,,,SNOW CAMP,NC,27349,910011,710017878,99100115210
6600,6798,EVEN,,,,,,,HICKORY SPRING,CT,,,SNOW CAMP,NC,27349,910011,710017878,99100115211
6601,6799,ODD,,,,,,,HICKORY SPRING,CT,,,SNOW CAMP,NC,27349,910011,710017878,99100115212
2500,2698,EVEN,,,,,,,PIN OAK,RD,,,SNOW CAMP,NC,27349,910011,710017878,99100115213
2501,2699,ODD,,,,,,,PIN OAK,RD,,,SNOW CAMP,NC,27349,910011,710017878,99100115214
2600,2698,EVEN,,,,,,,POPLAR HILL,CT,,,SNOW CAMP,NC,27349,910011,710017878,99100115215
2601,2699,ODD,,,,,,,POPLAR HILL,CT,,,SNOW CAMP,NC,27349,910011,710017878,99100115216
100,1018,EVEN,,,,,,S,WILLIAMSON,AVE,,,ELON,NC,27244,910015,710015630,99100115220
1900,2098,EVEN,,,,,,,WHITEHEAD,DR,,,SNOW CAMP,NC,27349,9100119,710011518,99100115221
1901,2099,ODD,,,,,,,WHITEHEAD,DR,,,SNOW CAMP,NC,27349,9100119,710011518,99100115222
2300,2404,EVEN,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710016377,99100115224
2207,2249,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710016377,99100115225
2251,2253,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710015749,99100115227
2345,2347,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710015749,99100115229
2406,2408,EVEN,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710015749,99100115231
8718,8720,EVEN,,,,,,,MORROW MILL,RD,,,MEBANE,NC,27302,9100121,710011723,99100115244
100,124,EVEN,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115246
101,123,ODD,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115247
200,224,EVEN,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115248
201,223,ODD,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115249
300,324,EVEN,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115250
301,323,ODD,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115251
400,424,EVEN,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115252
401,423,ODD,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115253
800,824,EVEN,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115254
801,823,ODD,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115255
1200,1224,EVEN,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115256
1201,1223,ODD,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115257
1300,1324,EVEN,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115258
1301,1323,ODD,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115259
1400,1424,EVEN,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115260
1401,1423,ODD,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115261
1700,1724,EVEN,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115262
1701,1723,ODD,,,,,,,WILLOW BROOK,CT,,,MEBANE,NC,27302,9100124,710017654,99100115263
3000,3198,EVEN,,,,,,,OSCAR BAILEY,RD,,,BURLINGTON,NC,27217,9100110,710017845,99100115265
3001,3199,ODD,,,,,,,OSCAR BAILEY,RD,,,BURLINGTON,NC,27217,9100110,710017845,99100115266
208,210,EVEN,,,,,,,EASTWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115276
210,212,EVEN,,,,,,,EASTWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115277
220,222,EVEN,,,,,,,EASTWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115278
224,226,EVEN,,,,,,,EASTWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115279
207,209,ODD,,,,,,,EASTWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115280
211,213,ODD,,,,,,,EASTWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115281
219,221,ODD,,,,,,,EASTWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115282
225,227,ODD,,,,,,,EASTWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115283
205,207,ODD,,,,,,,STONEYBROOK,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115284
206,208,EVEN,,,,,,,STONEYBROOK,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115285
211,213,ODD,,,,,,,STONEYBROOK,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115286
212,214,EVEN,,,,,,,STONEYBROOK,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115287
216,218,EVEN,,,,,,,STONEYBROOK,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115288
217,219,ODD,,,,,,,STONEYBROOK,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115289
223,225,ODD,,,,,,,STONEYBROOK,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115290
224,226,EVEN,,,,,,,STONEYBROOK,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115291
205,207,ODD,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115292
206,208,EVEN,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115293
211,213,ODD,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115294
212,214,EVEN,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115295
217,219,ODD,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115296
222,224,EVEN,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115297
221,223,ODD,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115298
232,234,EVEN,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115299
225,227,ODD,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115300
236,238,EVEN,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115301
229,231,ODD,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115302
240,242,EVEN,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115303
237,239,ODD,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115304
241,243,ODD,,,,,,,VILLAGE,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115305
208,210,EVEN,,,,,,,RIDGEVIEW,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115306
209,211,ODD,,,,,,,RIDGEVIEW,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115307
214,216,EVEN,,,,,,,RIDGEVIEW,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115308
215,217,ODD,,,,,,,RIDGEVIEW,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115309
218,220,EVEN,,,,,,,RIDGEVIEW,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115310
221,223,ODD,,,,,,,RIDGEVIEW,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115311
224,226,EVEN,,,,,,,RIDGEVIEW,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115312
227,229,ODD,,,,,,,RIDGEVIEW,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115313
228,230,EVEN,,,,,,,RIDGEVIEW,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115314
133,135,ODD,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115315
140,142,EVEN,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115316
139,141,ODD,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115317
148,150,EVEN,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115318
151,153,ODD,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115319
152,154,EVEN,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115320
157,159,ODD,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115321
160,162,EVEN,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115322
163,165,ODD,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115323
168,170,EVEN,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115324
171,173,ODD,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115325
172,174,EVEN,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115326
175,177,ODD,,,,,,,LAKEWOOD,CT,,,BURLINGTON,NC,27215,9100129,710017265,99100115327
204,206,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115328
210,212,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115329
216,218,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115330
224,226,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115331
228,230,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115332
232,234,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115333
238,240,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115334
242,244,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115335
250,252,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115336
254,256,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115337
260,262,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115338
268,270,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115339
280,282,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115340
284,286,EVEN,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115341
205,207,ODD,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115342
211,213,ODD,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115343
217,219,ODD,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115344
237,239,ODD,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115345
249,251,ODD,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115346
255,257,ODD,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115347
261,263,ODD,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115348
271,273,ODD,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115349
283,285,ODD,,,,,,,DUNCAN,CIR,,,BURLINGTON,NC,27215,9100129,710017265,99100115350
601,1615,ODD,,,,,,,DURHAM,ST,,,BURLINGTON,NC,27217,9100130,71001421,99100115352
2204,2206,EVEN,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115355
2106,2108,EVEN,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115356
2060,2062,EVEN,,,,,,,CENTER CREST,DR,,,ELON,NC,27244,910019,710015749,99100115357
2024,2026,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115358
2015,2017,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115359
2004,2006,EVEN,,,,,,,CENTER CREST,DR,,,ELON,NC,27244,910019,710015749,99100115360
2036,2038,EVEN,,,,,,,CENTER CREST,DR,,,ELON,NC,27244,910019,710015749,99100115361
2042,2044,EVEN,,,,,,,CENTER CREST,DR,,,ELON,NC,27244,910019,710015749,99100115362
2052,2054,EVEN,,,,,,,CENTER CREST,DR,,,ELON,NC,27244,910019,710015749,99100115363
2126,2128,EVEN,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115365
2152,2154,EVEN,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115366
2144,2146,EVEN,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115367
2212,2214,EVEN,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115369
2121,2123,ODD,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115370
2220,2222,EVEN,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115371
2005,2007,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115372
2169,2171,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115373
2159,2161,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115374
2031,2033,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115375
2048,2050,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115376
2016,2018,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115377
2120,2122,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115378
2109,2111,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115381
2041,2043,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115382
2129,2139,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115384
2006,2008,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115385
2091,2093,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115386
2130,2140,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115387
2081,2083,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115388
2092,2094,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115389
2104,2106,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115393
2104,2106,EVEN,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115396
2238,2240,EVEN,,,,,,,CARROLL,DR,,,ELON,NC,27244,910019,710015749,99100115397
2014,2016,EVEN,,,,,,,CENTER CREST,DR,,,ELON,NC,27244,910019,710015749,99100115398
2030,2032,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115399
2040,2042,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115400
2058,2090,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115401
2119,2121,ODD,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115402
101,625,ODD,,,,,,,EVERETT,ST,,,BURLINGTON,NC,27215,9100131,710013954,99100115406
700,1098,EVEN,,,,,,,EVERETT,ST,,,BURLINGTON,NC,27215,9100131,710013954,99100115407
100,626,EVEN,,,,,,,EVERETT,ST,,,BURLINGTON,NC,27215,9100135,710011554,99100115408
701,1099,ODD,,,,,,,EVERETT,ST,,,BURLINGTON,NC,27215,9100131,710013954,99100115409
2001,2003,ODD,,,,,,,CARROLL,CT,,,ELON,NC,27244,910019,710015749,99100115411
2003,2005,ODD,,,,,,,CARROLL,CT,,,ELON,NC,27244,910019,710015749,99100115412
2070,2072,EVEN,,,,,,,CENTER CREST,DR,,,ELON,NC,27244,910019,710015749,99100115415
2114,2116,EVEN,,,,,,,NORTHCREST,DR,,,ELON,NC,27244,910019,710015749,99100115417
200,298,EVEN,,,,,,,MCARTHUR,LN,,,BURLINGTON,NC,27217,910013,71001760,99100115420
201,299,ODD,,,,,,,MCARTHUR,LN,,,BURLINGTON,NC,27217,910013,71001760,99100115421
301,305,ODD,,,,,,,GREEN,CT,,,ELON,NC,27244,910015,710015630,99100115423
101,103,ODD,,,,,,,BAYHILL,CT,,,MEBANE,NC,27302,9100123,710014011,99100115431
100,104,EVEN,,,,,,,BAYHILL,CT,,,MEBANE,NC,27302,9100123,710014011,99100115432
113,117,ODD,,,,,,N,OAKLAND,DR,,,MEBANE,NC,27302,9100123,710014011,99100115434
6701,6899,ODD,,,,,,,COTTONWOOD,DR,,,SNOW CAMP,NC,27349,910011,710017878,99100115436
6700,6898,EVEN,,,,,,,COTTONWOOD,DR,,,SNOW CAMP,NC,27349,910011,710017878,99100115437
1114,1116,EVEN,,,,,,,NOAH,RD,,,GRAHAM,NC,27253,9100115,710018377,99100115439
200,240,EVEN,,,,,,,HOWARD,ST,,,BURLINGTON,NC,27217,9100130,71001421,99100115441
201,241,ODD,,,,,,,HOWARD,ST,,,BURLINGTON,NC,27217,9100130,71001421,99100115442
2,200,EVEN,,,,,,,TAYLOR,ST,,,BURLINGTON,NC,27217,9100137,710016637,99100115444
1,201,ODD,,,,,,,TAYLOR,ST,,,BURLINGTON,NC,27217,9100137,710016637,99100115445
310,312,EVEN,,,,,,,TROLLINGWOOD,RD,,,HAW RIVER,NC,27258,9100137,710016637,99100115447
2328,2342,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710018410,99100115449
2346,2398,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710018410,99100115450
2344,2346,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710016637,99100115451
2253,2325,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710016377,99100115453
2329,2343,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710016377,99100115454
2327,2329,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710015749,99100115455
2347,2353,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710016377,99100115457
2355,2357,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710015749,99100115459
2357,2399,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710016377,99100115461
2403,2435,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710016377,99100115462
2401,2403,ODD,,,,,,N,NC HWY 87,,,,ELON,NC,27244,910019,710015749,99100115463
6357,6359,ODD,,,,,,,MT ZION,,,,LIBERTY,NC,27298,910011,710017878,99100115465
6357,6359,ODD,,,,,,,MT ZION,RD,,,LIBERTY,NC,27298,910011,710017878,99100115469
401,599,ODD,,,,,,,WINDSOR,WAY,,,ELON,NC,27244,910015,710015630,99100115471
400,598,EVEN,,,,,,,WINDSOR,WAY,,,ELON,NC,27244,910015,710015630,99100115472
2401,2499,ODD,,,,,,,NEALWOOD,AVE,,,GRAHAM,NC,27253,9100117,71001984,99100115476
2400,2498,EVEN,,,,,,,NEALWOOD,AVE,,,GRAHAM,NC,27253,9100117,71001984,99100115477
2401,2499,ODD,,,,,,,BRUCEWOOD,RD,,,GRAHAM,NC,27253,9100121,710011723,99100115479
2401,2498,EVEN,,,,,,,BRUCEWOOD,RD,,,GRAHAM,NC,27253,9100121,710011723,99100115480
100,498,EVEN,,,,,,,COURTLAND,DR,,,ELON,NC,27244,910015,710015630,99100115482
101,499,ODD,,,,,,,COURTLAND,DR,,,ELON,NC,27244,910015,710015630,99100115483
200,704,EVEN,,,,,,,BURKE,ST,,,GIBSONVILLE,NC,27249,910017,710011288,99100115499
201,703,ODD,,,,,,,BURKE,ST,,,GIBSONVILLE,NC,27249,910017,710011288,99100115500
1773,1827,ODD,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100110,710017845,99100115502
1638,1648,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100110,710017845,99100115503
1718,1748,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100110,710017845,99100115504
1650,1652,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100110,710012211,99100115505
1750,1752,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100110,710012211,99100115507
1829,1835,ODD,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100110,710012211,99100115509
2316,2318,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710018410,99100115512
2343,2345,ODD,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710018410,99100115513
1652,1714,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100110,710017845,99100115514
1752,1770,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100110,710017845,99100115515
1837,1839,ODD,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100110,710017845,99100115516
2000,2002,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710016637,99100115517
2150,2152,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710016637,99100115518
2310,2312,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710016637,99100115519
2318,2320,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710016637,99100115520
2320,2322,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710018410,99100115521
2322,2324,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710016637,99100115522
2324,2326,EVEN,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710018410,99100115523
2347,2349,ODD,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710016637,99100115524
2351,2369,ODD,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710018410,99100115525
2371,2373,ODD,,,,,,,HAW RIVER-HOPEDALE,RD,,,BURLINGTON,NC,27217,9100137,710016637,99100115526
4400,4698,EVEN,,,,,,,SPRINGBROOK,DR,,,BURLINGTON,NC,27215,910012,710016528,99100115531
4401,4699,ODD,,,,,,,SPRINGBROOK,DR,,,BURLINGTON,NC,27215,910012,710016528,99100115532
3401,5401,ODD,,,,,,,NC HWY 54,,,,GRAHAM,NC,27253,9100121,710011723,99100115539
1304,1356,EVEN,,,,,,,COMMONWEALTH,CT,,,GRAHAM,NC,27253,9100112,710013890,99100115541
1305,1357,ODD,,,,,,,COMMONWEALTH,CT,,,GRAHAM,NC,27253,9100112,710013890,99100115542
135,197,ODD,,,,,,,SAIGE,CT,,,BURLINGTON,NC,27217,9100130,71001421,99100115547
136,196,EVEN,,,,,,,SAIGE,CT,,,BURLINGTON,NC,27217,9100130,71001421,99100115548
2613,2615,ODD,,,,,,,ELON-OSSIPEE,RD,,,ELON,NC,27244,910013,710011781,99100115550
804,1398,EVEN,,,,,,E,JOYNER,ST,,,GIBSONVILLE,NC,27249,910017,710011288,99100115558
801,1399,ODD,,,,,,E,JOYNER,ST,,,GIBSONVILLE,NC,27249,910017,710011288,99100115559
4600,4698,EVEN,,,,,,,MEADOWLARK,CT,,,BURLINGTON,NC,27215,910012,710016528,99100115561
4601,4699,ODD,,,,,,,MEADOWLARK,CT,,,BURLINGTON,NC,27215,910012,710016528,99100115562
3100,3598,EVEN,,,,,,,BROOKSTONE,DR,,,BURLINGTON,NC,27215,910012,710016780,99100115564
3101,3599,ODD,,,,,,,BROOKSTONE,DR,,,BURLINGTON,NC,27215,910012,710016780,99100115565
2664,3946,EVEN,,,,,,E,GREENSBORO-CHAPEL HILL,RD,,,SNOW CAMP,NC,27349,9100118,710016476,99100115567
3572,3574,EVEN,,,,,,,GILLIAM CHURCH,RD,,,GIBSONVILLE,NC,27249,910019,710016377,99100115569
3600,3848,EVEN,,,,,,,MARY'S GROVE CHURCH,RD,,,HAW RIVER,NC,27258,9100121,710011723,99100115571
3850,4098,EVEN,,,,,,,MARY'S GROVE CHURCH,RD,,,MEBANE,NC,27302,9100121,710011723,99100115573
3861,4099,ODD,,,,,,,MARY'S GROVE CHURCH,RD,,,MEBANE,NC,27302,9100121,710011723,99100115579
3601,3859,ODD,,,,,,,MARY'S GROVE CHURCH,RD,,,HAW RIVER,NC,27258,9100121,710011723,99100115580
217,219,ODD,,,,,,,TROLLINGWOOD,RD,,,HAW RIVER,NC,27258,9100137,710016637,99100115584
1841,1999,ODD,,,,,,,MORGAN HILL,TRL,,,BURLINGTON,NC,27217,9100130,71001421,99100115586
1926,1998,EVEN,,,,,,,MORGAN HILL,TRL,,,BURLINGTON,NC,27217,9100130,71001421,99100115587
5400,5698,EVEN,,,,,,,OAK HAVEN,DR,,,MEBANE,NC,27302,9100121,710011723,99100115592
5401,5699,ODD,,,,,,,OAK HAVEN,DR,,,MEBANE,NC,27302,9100121,710011723,99100115593
1101,1125,ODD,,,,,,,AUGUSTA,DR,,,MEBANE,NC,27302,9100124,710017654,99100115597
1100,1126,EVEN,,,,,,,AUGUSTA,DR,,,MEBANE,NC,27302,9100124,710017654,99100115598
1101,1105,ODD,,,,,,,CASTLE PINES,DR,,,MEBANE,NC,27302,9100124,710017654,99100115602
1100,1106,EVEN,,,,,,,CASTLE PINES,DR,,,MEBANE,NC,27302,9100124,710017654,99100115603
1201,1207,ODD,,,,,,,CASTLE PINES,CT,,,MEBANE,NC,27302,9100124,710017654,99100115607
1200,1208,EVEN,,,,,,,CASTLE PINES,CT,,,MEBANE,NC,27302,9100124,710017654,99100115608
101,301,ODD,,,,,,,MANNING,WAY,,,ELON,NC,27244,910013,710012825,99100115612
100,302,EVEN,,,,,,,MANNING,WAY,,,ELON,NC,27244,910013,710012825,99100115613
